from,to,name,subtitle,departure-time,duration,arrival-time,rating,price,availablity
bhopal,indore,Maa Vaishno Bus Service Rewa,AC Sleeper (2 + 1),06:10,04h,10:10,,"1,300",32 Seats Available
bhopal,indore,Pegwar Travels,"2+1, Sleeper-Seater, NON-AC",23:00,06h,05:00,,350,34 Seats Available
bhopal,ujjain,Ashok Bus Service,AC Seater/Sleeper (2 + 1),19:00,05h.30m,00:30,4.5,450,36 Seats Available
bhopal,ujjain,Gajraj Travels,"2+1, Sleeper with Washroom, AC, Non-Video",03:45,03h,06:45,4.5,"1,500",33 Seats Available
bhopal,ujjain,Shree Devnarayan Travels,NON-AC Seater/Sleeper (2 + 1),14:00,05h,19:00,4.5,"2,500",10 Seats Available
bhopal,ujjain,Chouhan Tours and Travels,AC Seater (2 + 2),09:40,05h.40m,15:20,,255,15 Seats Available
bhopal,ujjain,Vishvas Transport Services Private Limited,AC Sleeper (2 + 1),02:30,03h.50m,06:20,,599,20 Seats Available
bhopal,ujjain,Chouhan Tours and Travels,NON-AC Seater (2 + 2),11:30,05h.30m,17:00,,255,18 Seats Available
bhopal,ujjain,Raaj Rath Travels Co.,AC Seater/Sleeper (2 + 1),05:45,03h.01m,08:46,4.3,"1,801",34 Seats Available
bhopal,ujjain,Ashok Bus Service,"2+1, Sleeper-Seater, NON-AC, Non-Video",17:20,06h.20m,23:40,4.5,630,37 Seats Available
bhopal,ujjain,Chouhan Tours and Travels,NON-AC Seater (2 + 2),13:30,04h.10m,17:40,,255,20 Seats Available
bhopal,ujjain,Ashok Travels Mandsaur,Bharat Benz AC Sleeper (2 + 1),19:45,05h.30m,01:15,4.1,500,23 Seats Available
bhopal,ujjain,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,15:00,06h.30m,21:30,,857,23 Seats Available
bhopal,ujjain,Ashok Travels Mandsaur,VE AC Seater,18:45,05h.10m,23:55,4.1,500,36 Seats Available
bhopal,ujjain,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),08:15,03h.30m,11:45,4.4,305,18 Seats Available
bhopal,ujjain,New Royal Travels,Bharat Benz AC Sleeper (2 + 1),04:50,03h.10m,08:00,4.4,1666,28 Seats Available
bhopal,ujjain,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),15:15,03h.30m,18:45,4.4,305,20 Seats Available
bhopal,ujjain,New Royal Travels,Bharat Benz AC Sleeper (2 + 1),05:30,03h.30m,09:00,4.4,1666,36 Seats Available
bhopal,ujjain,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),12:30,03h.30m,16:00,4.4,305,19 Seats Available
bhopal,ujjain,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),20:30,03h.30m,00:00,4.4,305,14 Seats Available
bhopal,ujjain,Maa Baneshwari Travels,"2+2, Seater, NON-AC",06:50,04h.20m,11:10,,327,28 Seats Available
bhopal,ujjain,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),06:45,03h.30m,10:15,4.4,305,16 Seats Available
bhopal,ujjain,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),10:15,03h.30m,13:45,4.4,305,10 Seats Available
bhopal,ujjain,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,04:15,04h.15m,08:30,,571,22 Seats Available
bhopal,ujjain,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),18:30,03h.30m,22:00,4.4,305,15 Seats Available
bhopal,ujjain,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,06:15,03h.21m,09:36,,"1,100",8 Seats Available
bhopal,ujjain,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,06:30,03h.25m,09:55,,"1,048",24 Seats Available
bhopal,ujjain,Chartered Speed Pvt Ltd,VOLVO AC Seater (2 + 2),08:00,03h.30m,11:30,4.1,457,45 Seats Available
bhopal,ujjain,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),20:15,03h.15m,23:30,,457,45 Seats Available
bhopal,ujjain,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),12:45,03h.15m,16:00,,457,45 Seats Available
bhopal,ujjain,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),15:00,03h.15m,18:15,,363,53 Seats Available
bhopal,ujjain,Chartered Bus - Sutra Sewa,AC Seater (2 + 2),06:30,04h.14m,10:44,,394,36 Seats Available
bhopal,ujjain,Chartered Bus,VOLVO AC Seater (2 + 2),11:15,03h.15m,14:30,,457,45 Seats Available
bhopal,ujjain,Chartered Speed Pvt Ltd,VOLVO AC Seater (2 + 2),16:00,03h.15m,19:15,4.1,457,45 Seats Available
bhopal,ujjain,Chartered Bus - Sutra Sewa,AC Seater (2 + 2),17:15,03h.51m,21:06,,394,41 Seats Available
bhopal,ujjain,Chartered Bus,VOLVO AC Seater (2 + 2),06:30,03h.30m,10:00,,363,53 Seats Available
bhopal,ujjain,Shree Krishna Travels,NON-AC Sleeper (2 + 1),22:45,03h.55m,02:40,,950,16 Seats Available
bhopal,varanasi,SANJAY TRAVELS (INDORE),Ashok Leyland AC Sleeper,21:30,14h.35m,12:05,4.2,"2,000",17 Seats Available
bhopal,varanasi,Raaj Rath Travels Co.,AC Seater/Sleeper (2 + 1),07:30,13h.20m,20:50,4.3,"5,000",34 Seats Available
bhopal,varanasi,Bhaiya Travels,AC Sleeper (2 + 1),21:00,13h,10:00,4.6,"2,000",34 Seats Available
bhopal,varanasi,Bhaiya Travels,AC Sleeper (2 + 1),06:45,14h.05m,20:50,4.6,"8,500",36 Seats Available
bhopal,varanasi,Raaj Rath Travels Co.,AC Seater/Sleeper (2 + 1),07:30,13h.20m,20:50,4.3,"5,000",48 Seats Available
bhopal,varanasi,Raaj Rath Travels Co.,AC Seater/Sleeper (2 + 1),21:15,12h.45m,10:00,4.3,"1,801",34 Seats Available
bhopal,varanasi,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,20:00,15h,11:00,,"1,600",15 Seats Available
bhopal,varanasi,Sadguru Shivam Travels,"2+1, Sleeper, NON-AC",12:15,21h.30m,09:45,,2775,38 Seats Available
bhopal,varanasi,Prasanna - Purple Bus,AC Sleeper (2 + 1),23:00,12h.30m,11:30,4.8,"2,000",11 Seats Available
bhopal,varanasi,Sadguru Shivam Travels,"2+1, Sleeper, NON-AC",12:15,21h.15m,09:30,,2775,38 Seats Available
bhopal,varanasi,Raj Ratan Tours & Travels,Bharat Benz AC Sleeper (2 + 1),21:15,13h.40m,10:55,4.5,"2,799",17 Seats Available
bhopal,varanasi,Prasanna - Purple Bus,AC Sleeper (2 + 1),23:00,12h.30m,11:30,4.8,"2,000",10 Seats Available
bhopal,varanasi,RAHUL TRAVELS,"2+2, Sleeper, NON-AC, Non-Video",21:30,14h,11:30,,"1,899",30 Seats Available
bhopal,varanasi,RAHUL TRAVELS,Bharat Benz AC Sleeper (2 + 1),21:45,16h.15m,14:00,,"2,809",30 Seats Available
bhopal,varanasi,Jai Bhawani Travels,"2+1, Non A-C Capella Seat-Sleeper, NON-AC, Non-Video",22:00,17h.10m,15:10,,"1,999",21 Seats Available
bhopal,varanasi,Dhariwal Travels,AC Sleeper (2 + 1),21:15,15h.40m,12:55,,"3,000",11 Seats Available
bhopal,varanasi,Ramashiv Travels,AC Seater/Sleeper (2 + 2),22:30,14h.25m,12:55,,"1,099",24 Seats Available
bhopal,varanasi,Sanjeev Tour and Travels,AC Seater/Sleeper (2 + 1),20:45,14h.45m,11:30,,"5,000",1 Seats Available
indore,bhopal,RSRTC,NON-AC Seater(2+3) - 182733,03:30,02h.30m,06:00,4.1,208,32 Seats Available
indore,bhopal,SANJAY TRAVELS (INDORE),Ashok Leyland AC Sleeper,16:00,05h.30m,21:30,4.2,"2,000",29 Seats Available
indore,bhopal,Guru Saheb Tour and Travels,"2+1, Sleeper, NON-AC",20:15,05h.30m,01:45,,700,5 Seats Available
indore,bhopal,New LokSewa Travels,"2+1, Sleeper-Seater, NON-AC",20:45,04h.45m,01:30,4.6,600,19 Seats Available
indore,bhopal,Chouhan Tours and Travels,NON-AC Seater (2 + 2),08:20,04h.50m,13:10,,255,28 Seats Available
indore,bhopal,Chouhan Tours and Travels,NON-AC Seater (3 + 2),07:40,04h.40m,12:20,,255,24 Seats Available
indore,bhopal,Barkoti Travels,"2+1, Sleeper-Seater, NON-AC",20:00,04h.30m,00:30,,600,17 Seats Available
indore,bhopal,BETRWANTI TRAVELS,NON-AC Sleeper (2 + 1),15:00,04h.15m,19:15,,2299,34 Seats Available
indore,bhopal,National Travels (Abd),AC Sleeper (2 + 1),05:00,03h.30m,08:30,,"1,300",34 Seats Available
indore,bhopal,Raaj Rath Travels Co.,AC Seater/Sleeper (2 + 1),17:15,04h,21:15,4.3,"1,801",39 Seats Available
indore,bhopal,Gajraj Travels,"2+1, Sleeper with Washroom, AC, Non-Video",15:00,04h.15m,19:15,4.5,"1,500",48 Seats Available
indore,bhopal,Barkoti Travels,"2+1, Sleeper-Seater, NON-AC",21:00,04h.20m,01:20,,300,37 Seats Available
indore,bhopal,Bhaiya Travels,AC Sleeper (2 + 1),16:45,04h.15m,21:00,4.6,"2,000",32 Seats Available
indore,bhopal,Om Shanti Travels,AC Sleeper (2 + 1),21:30,04h,01:30,4.5,800,14 Seats Available
indore,bhopal,Ashok Bus Service,AC Seater/Sleeper (2 + 1),04:15,03h,07:15,4.5,405,26 Seats Available
indore,bhopal,BETRWANTI TRAVELS,AC Sleeper (2 + 1),17:00,04h.15m,21:15,,1350,27 Seats Available
indore,bhopal,New LokSewa Travels,"2+2, Sleeper-Seater, NON-AC",19:00,05h.55m,00:55,4.6,600,15 Seats Available
indore,bhopal,Vishvas Transport Services Private Limited,AC Sleeper (2 + 1),19:30,04h.28m,23:58,,499,27 Seats Available
indore,bhopal,Bhaiya Travels,AC Sleeper (2 + 1),03:45,03h,06:45,4.6,"8,500",40 Seats Available
indore,bhopal,New LokSewa Travels,Bharat Benz AC Sleeper (2 + 1),20:30,04h.30m,01:00,4.6,"1,299",30 Seats Available
indore,bhopal,Chouhan Tours and Travels,AC Seater (2 + 2),07:20,04h.20m,11:40,,298,11 Seats Available
indore,bhopal,Ashok Bus Service,"2+1, Sleeper-Seater, NON-AC, Non-Video",04:45,03h.30m,08:15,4.5,315,22 Seats Available
indore,bhopal,New LokSewa Travels,AC Sleeper (2 + 1),20:15,05h.45m,02:00,4.6,"1,199",24 Seats Available
indore,bhopal,B.R. Travels,Ashok Leyland AC Sleeper,04:40,03h.10m,07:50,4.5,"2,382",44 Seats Available
indore,bhopal,Bhaiya Travels,Bharat Benz AC Sleeper (2 + 1),04:30,03h.10m,07:40,4.6,"2,200",27 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),19:30,03h.30m,23:00,4.4,290,44 Seats Available
indore,bhopal,Ambay Travels Indore,"2+1, Sleeper, NON-AC",20:15,03h.44m,23:59,,700,29 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),09:00,03h.30m,12:30,4.4,420,44 Seats Available
indore,bhopal,Jai Bhawani Travels,VE AC Sleeper (2 + 1),19:30,03h.30m,23:00,,"1,499",35 Seats Available
indore,bhopal,Raj Ratan Tours & Travels,Bharat Benz AC Sleeper (2 + 1),16:45,04h.30m,21:15,4.5,"2,799",22 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),11:00,03h.30m,14:30,4.4,420,29 Seats Available
indore,bhopal,Jai Bhawani Travels,VE AC Seater,20:30,03h.15m,23:45,,"1,088",36 Seats Available
indore,bhopal,Jai Bhawani Travels,"2+1, Non A-C Capella Seat-Sleeper, NON-AC, Non-Video",18:30,03h.30m,22:00,,"1,333",12 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),20:15,03h.30m,23:45,4.4,290,44 Seats Available
indore,bhopal,RAHUL TRAVELS,AC Sleeper (2 + 1),19:30,04h.30m,00:00,,"1,699",44 Seats Available
indore,bhopal,Nandan Travels Seoni,AC Seater/Sleeper (2 + 1),21:30,03h.30m,01:00,4.1,510,45 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),12:15,03h.40m,15:55,4.4,290,26 Seats Available
indore,bhopal,Ambay Travels Indore,"2+1, Sleeper-Seater, NON-AC",23:55,04h.45m,04:40,,480,18 Seats Available
indore,bhopal,Intercity Travels (Indore),AC Sleeper (2 + 1),20:15,03h.30m,23:45,4.4,"1,000",45 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),01:15,03h.15m,04:30,4.4,290,40 Seats Available
indore,bhopal,Sadguru Shivam Travels,"2+1, Sleeper, NON-AC",08:15,04h,12:15,,2257,44 Seats Available
indore,bhopal,Raj Ratan Tours & Travels,VOLVO 9600 AC Multiaxle Sleeper (2 + 1),08:25,04h.15m,12:40,4.5,440,20 Seats Available
indore,bhopal,Intercity Travels (Indore),Bharat Benz AC Sleeper (2 + 1),19:00,04h.20m,23:20,4.4,"1,300",38 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),15:30,03h.30m,19:00,4.4,420,44 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),20:30,03h.30m,00:00,4.4,290,43 Seats Available
indore,bhopal,Jai Bhawani Travels,Bharat Benz AC Sleeper (2 + 1),21:25,02h.15m,23:40,,888,16 Seats Available
indore,bhopal,Rai Bus Service,NON-AC Seater/Sleeper (2 + 1),19:50,04h.20m,00:10,4.4,450,16 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),16:00,03h.30m,19:30,4.4,420,45 Seats Available
indore,bhopal,Raj Ratan Tours & Travels,VOLVO 9600 AC Multiaxle Sleeper (2 + 1),06:15,04h.10m,10:25,4.5,440,40 Seats Available
indore,bhopal,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,16:00,04h,20:00,,300,41 Seats Available
indore,bhopal,Ambay Travels Indore,Ashok Leyland AC Seater/Sleeper (2 + 1),19:00,04h.15m,23:15,,900,44 Seats Available
indore,bhopal,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,19:00,05h.06m,00:06,,800,30 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),18:30,03h.30m,22:00,4.4,420,44 Seats Available
indore,bhopal,Yadav Bus Services,2 X 2 (44) AC SEAT- AC,13:30,05h.30m,19:00,4.1,360,44 Seats Available
indore,bhopal,Nandan Travels Seoni,"2+2, Sleeper-Seater, NON-AC",18:30,04h,22:30,4.1,510,42 Seats Available
indore,bhopal,Hans Travels (I) Pvt Ltd.,VOLVO AC Multiaxle Sleeper,15:00,03h.30m,18:30,,400,30 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),23:00,03h.30m,02:30,4.4,290,33 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),14:00,03h.30m,17:30,4.4,420,44 Seats Available
indore,bhopal,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,20:00,03h.10m,23:10,,400,45 Seats Available
indore,bhopal,M R Travels,AC Sleeper (2 + 1),05:30,03h,08:30,4.1,"1,600",30 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),17:15,03h.30m,20:45,4.4,290,36 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),07:15,03h.40m,10:55,4.4,290,44 Seats Available
indore,bhopal,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,06:30,08h,14:30,,"1,143",34 Seats Available
indore,bhopal,Nandan Travels Seoni,"2+1, Executive Sleeper-Seater, NON-AC",20:25,03h.30m,23:55,4.1,510,30 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),10:30,03h.30m,14:00,4.4,420,20 Seats Available
indore,bhopal,Prasanna - Purple Bus,AC Sleeper (2 + 1),17:00,06h,23:00,4.8,"2,000",45 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),13:00,03h.30m,16:30,4.4,420,37 Seats Available
indore,bhopal,RAHUL TRAVELS,Bharat Benz AC Sleeper (2 + 1),17:00,04h.45m,21:45,,"2,809",41 Seats Available
indore,bhopal,Ambay Travels Indore,AC Sleeper (2 + 1),21:50,03h.20m,01:10,,900,45 Seats Available
indore,bhopal,Nandan Travels Seoni,AC Seater/Sleeper (2 + 1),19:45,03h.45m,23:30,4.1,510,42 Seats Available
indore,bhopal,Ashok Travels Mandsaur,Bharat Benz AC Sleeper (2 + 1),04:00,03h.30m,07:30,4.1,900,33 Seats Available
indore,bhopal,Ashok Travels Mandsaur,"2+1, Sleeper-Seater, NON-AC",02:00,05h,07:00,4.1,300,42 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),03:30,03h.45m,07:15,4.4,290,35 Seats Available
indore,bhopal,Ambay Travels Indore,Ashok Leyland AC Seater/Sleeper (2 + 1),13:50,05h.55m,19:45,,900,35 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),11:30,03h.30m,15:00,4.4,420,26 Seats Available
indore,bhopal,Maa Baneshwari Travels,"2+2, Seater, NON-AC",12:40,05h,17:40,,327,35 Seats Available
indore,bhopal,Pawan Travels Balaghat,"2+2, Sleeper-Seater, NON-AC",17:00,04h,21:00,,322,35 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),20:00,03h.30m,23:30,4.4,290,35 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),17:30,03h.30m,21:00,4.4,420,42 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),10:00,03h.30m,13:30,4.4,420,42 Seats Available
indore,bhopal,Rai Bus Service,NON-AC Seater/Sleeper (2 + 1),17:00,04h.15m,21:15,4.4,400,35 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),16:30,03h.30m,20:00,4.4,420,35 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),18:00,03h.30m,21:30,4.4,420,38 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),19:00,03h.30m,22:30,4.4,420,35 Seats Available
indore,bhopal,Deep Travels,AC Sleeper (2 + 1),05:00,04h.15m,09:15,,"1,500",34 Seats Available
indore,bhopal,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,17:00,04h,21:00,,286,38 Seats Available
indore,bhopal,New Royal Travels (Raipur) - Citylink Travels,Bharat Benz AC Sleeper (2 + 1),18:00,04h.45m,22:45,4.4,1571,35 Seats Available
indore,bhopal,Ambay Travels Indore,"1+2, Ashok leyland Sleeper-Seater, NON-AC",21:00,04h,01:00,,450,35 Seats Available
indore,bhopal,Maa Baneshwari Travels,"2+1, Sleeper-Seater, NON-AC",21:35,03h.25m,01:00,,416,35 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),06:00,03h.30m,09:30,4.4,290,11 Seats Available
indore,bhopal,Nandan Travels Seoni,"2+1, Executive Sleeper-Seater, NON-AC",16:45,04h.15m,21:00,4.1,510,35 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),23:55,03h.30m,03:25,4.4,290,35 Seats Available
indore,bhopal,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,20:15,03h.40m,23:55,,400,35 Seats Available
indore,bhopal,Kamla Bus,"2+1, Sleeper-Seater, NON-AC",19:30,04h,23:30,4.1,400,42 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),21:00,03h.30m,00:30,4.4,290,35 Seats Available
indore,bhopal,Shrinath® Travel Agency Pvt. Ltd.,TATA AC Sleeper,04:10,02h,06:10,4.1,400,38 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),08:00,03h.20m,11:20,4.4,420,35 Seats Available
indore,bhopal,H.K TRAVELS,NON-AC Sleeper (2 + 1),23:00,05h,04:00,4.1,700,40 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),14:30,03h.30m,18:00,4.4,420,40 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),09:30,03h.30m,13:00,4.4,420,35 Seats Available
indore,bhopal,Veer Travels,AC Sleeper (2 + 1),06:00,04h.30m,10:30,4.1,"1,500",35 Seats Available
indore,bhopal,Intercity Travels (Indore),AC Sleeper (2 + 1),18:30,05h.10m,23:40,4.4,"1,300",35 Seats Available
indore,bhopal,Kamla Bus,"2+1, Sleeper-Seater, NON-AC",20:30,04h.30m,01:00,4.1,400,35 Seats Available
indore,bhopal,Nandan Travels Seoni,AC Seater/Sleeper (2 + 2),19:10,03h.50m,23:00,4.1,510,35 Seats Available
indore,bhopal,RAHUL TRAVELS,"2+2, Sleeper, NON-AC, Non-Video",17:00,04h.30m,21:30,,"1,899",38 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),07:00,03h.40m,10:40,4.4,420,35 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),08:30,03h.30m,12:00,4.4,420,35 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),13:30,03h.30m,17:00,4.4,420,35 Seats Available
indore,bhopal,M R Travels,VOLVO AC Multiaxle Sleeper (2 + 1),05:00,04h,09:00,4.1,"2,500",35 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),22:00,03h.30m,01:30,4.4,290,35 Seats Available
indore,bhopal,Intercity Travels (Indore),VOLVO AC Multiaxle Sleeper (2 + 1),18:00,03h.15m,21:15,4.4,"1,700",38 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),15:00,03h.30m,18:30,4.4,420,35 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),12:00,03h.30m,15:30,4.4,420,35 Seats Available
indore,bhopal,Shrinath® Travel Agency Pvt. Ltd.,TATA AC Sleeper,05:55,03h.30m,09:25,4.1,400,35 Seats Available
indore,bhopal,Royal Travels Raipur,Bharat Benz AC Sleeper (2 + 1),17:00,05h.50m,22:50,4.1,1571,35 Seats Available
indore,bhopal,Hans Travels (I) Pvt Ltd.,Bharat Benz AC Seater,09:10,03h.30m,12:40,,300,35 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),07:30,03h.30m,11:00,4.4,290,35 Seats Available
indore,bhopal,Hans Travels (I) Pvt Ltd.,VOLVO AC Multiaxle Sleeper,18:15,04h.25m,22:40,,300,35 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),12:30,03h.30m,16:00,4.4,420,38 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),06:30,03h.30m,10:00,4.4,290,35 Seats Available
indore,bhopal,Yadav Bus Services,NON-AC Seater (2 + 2),18:45,06h.30m,01:15,4.1,315,35 Seats Available
indore,bhopal,Humsafar Travels,AC Sleeper (2 + 1),06:30,04h.30m,11:00,4.1,450,35 Seats Available
indore,bhopal,NueGo (Partnered by Verma Travels),AC Seater Electric (2 + 2),17:00,03h.30m,20:30,4.4,420,35 Seats Available
indore,bhopal,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,20:45,03h.50m,00:35,4.1,381,35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),17:30,03h.45m,21:15,4.5,457,35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),13:00,03h.45m,16:45,4.5,363,35 Seats Available
indore,bhopal,Verma Travels,AC Sleeper (2 + 1),06:00,03h,09:00,4.6,300,35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),09:15,03h.45m,13:00,4.6,363,38 Seats Available
indore,bhopal,Verma Travels,"2+2, Sleeper-Seater, NON-AC",22:30,04h.10m,02:40,4.6,350,42 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),21:30,03h.20m,00:50,4.3,394,40 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),11:45,03h.45m,15:30,4.5,363,35 Seats Available
indore,bhopal,Verma Travels,"2+2, Sleeper, NON-AC",19:30,04h,23:30,4.5,350,35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),17:00,03h.45m,20:45,,363,35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),15:00,03h.45m,18:45,,457,35 Seats Available
indore,bhopal,Verma Travels,AC Sleeper (2 + 1),04:45,02h.15m,07:00,4.3,"2,296",32 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),14:45,03h.45m,18:30,4.5,363,35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),11:00,03h.45m,14:45,4.3,363,35 Seats Available
indore,bhopal,Verma Travels,VOLVO 9600 AC Multiaxle Sleeper (2 + 1),08:00,03h.55m,11:55,4.5,"2,799",40 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),16:15,03h.45m,20:00,4.5,363,35 Seats Available
indore,bhopal,Verma Travels,Bharat Benz AC Sleeper (2 + 1),04:30,04h.50m,09:20,4.3,"2,199",35 Seats Available
indore,bhopal,Verma Travels,"2+2, Sleeper-Seater, NON-AC",21:40,04h.35m,02:15,4.5,700,38 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),10:15,03h.45m,14:00,,363,35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),18:30,03h.45m,22:15,4.3,457,35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),11:30,03h.45m,15:15,4.5,457,35 Seats Available
indore,bhopal,Verma Travels,"2+1, Sleeper, NON-AC",05:00,05h.20m,10:20,4.5,"1,000",42 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),16:30,03h.45m,20:15,4.5,363,35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),08:00,03h.20m,11:20,,457,24 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),12:30,03h.45m,16:15,4.8,457,35 Seats Available
indore,bhopal,Verma Travels,"2+2, Sleeper, NON-AC",16:40,04h.30m,21:10,4.4,450,35 Seats Available
indore,bhopal,Verma Travels,VOLVO 9600 AC Multiaxle Sleeper (2 + 1),07:30,04h,11:30,4.1,"2,799",35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),22:30,03h.20m,01:50,,394,38 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),07:00,03h.20m,10:20,,457,35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),06:00,03h.20m,09:20,4.4,457,42 Seats Available
